time,target_spd,cur_spd,APS,BPS,signal,action,error,bonus
0.0,0.0,0.2,4.001666666666666,0.0,4.001666666666666,0.4001666666666666,-0.195,2
0.1,0.02,0.7,6.128333333333334,0.0,6.128333333333334,0.21269999999999997,-0.684,2
0.2,0.16,0.87,8.641454545454543,0.0,8.641454545454543,0.25129999999999997,-0.714,2
0.3,0.36,1.12,10.83711111111111,0.0,10.83711111111111,0.21960000000000002,-0.769,2
0.4,0.8,1.42,13.288545454545453,0.0,13.288545454545453,0.2451,-0.615,2
0.5,1.29,1.76,15.597222222222221,0.0,15.597222222222221,0.23090000000000002,-0.475,2
0.6,1.79,2.16,16.828,0.0,16.828,0.12310000000000001,-0.364,2
0.7,2.41,2.58,16.828,0.0,16.828,0.0,-0.164,2
0.8,3.06,2.99,16.828,0.0,16.828,0.0,0.07,2
0.9,3.7,3.43,17.049222222222223,0.0,17.049222222222223,0.0221,0.273,2
1.0,4.33,3.92,18.668636363636363,0.0,18.668636363636363,0.1619,0.405,2
1.1,4.83,4.43,18.785,0.0,18.785,0.011600000000000001,0.404,2
1.2,5.31,4.93,18.785,0.0,18.785,0.0,0.381,2
1.3,5.79,5.42,18.785,0.0,18.785,0.0,0.372,2
1.4,6.28,5.94,18.785,0.0,18.785,0.0,0.337,2
1.5,6.76,6.45,18.785,0.0,18.785,0.0,0.309,2
1.6,7.24,6.95,18.785,0.0,18.785,0.0,0.291,2
1.7,7.7,7.47,18.785,0.0,18.785,0.0,0.236,2
1.8,8.07,7.98,18.229363636363637,0.0,18.229363636363637,-0.055600000000000004,0.087,2
1.9,8.53,8.46,15.037555555555555,0.0,15.037555555555555,-0.31920000000000004,0.075,2
2.0,9.01,8.8,14.872000000000003,0.0,14.872000000000003,-0.0166,0.216,2
2.1,9.5,9.23,14.872000000000002,0.0,14.872000000000002,-0.0,0.264,2
2.2,9.96,9.67,15.819636363636365,0.0,15.819636363636365,0.0948,0.29,2
2.3,10.32,10.09,18.115222222222226,0.0,18.115222222222226,0.22959999999999997,0.226,2
2.4,10.78,10.56,18.198000000000004,0.0,18.198000000000004,0.0083,0.222,2
2.5,11.25,11.02,18.198000000000004,0.0,18.198000000000004,0.0,0.233,2
2.6,11.61,11.47,18.198000000000004,0.0,18.198000000000004,0.0,0.137,2
2.7,12.07,11.98,18.198000000000004,0.0,18.198000000000004,0.0,0.094,2
2.8,12.53,12.42,19.640727272727272,0.0,19.640727272727272,0.1443,0.106,2
2.9,12.89,12.92,20.155,0.0,20.155,0.0514,-0.034,2
3.0,13.36,13.43,20.155,0.0,20.155,0.0,-0.068,2
3.1,13.84,13.94,20.155,0.0,20.155,0.0,-0.102,2
3.2,14.3,14.48,20.577090909090902,0.0,20.577090909090902,0.0422,-0.178,2
3.3,14.67,15.05,20.741999999999994,0.0,20.741999999999994,0.0165,-0.387,2
3.4,15.13,15.55,20.741999999999994,0.0,20.741999999999994,0.0,-0.421,2
3.5,15.61,16.08,20.741999999999994,0.0,20.741999999999994,0.0,-0.468,2
3.6,16.09,16.62,20.741999999999994,0.0,20.741999999999994,0.0,-0.528,2
3.7,16.58,17.16,20.741999999999994,0.0,20.741999999999994,0.0,-0.58,2
3.8,17.06,17.69,20.741999999999994,0.0,20.741999999999994,0.0,-0.632,2
3.9,17.54,18.19,20.483777777777775,0.0,20.483777777777775,-0.0258,-0.654,2
